order_id,customer_id,store_id,order_date,channel,payment_method,order_status
O000415,C00423,ONLINE,2024-09-27,Online,Credit Card,Completed
O000416,C00597,ONLINE,2024-12-24,Online,Debit Card,Completed
O000417,C03928,ONLINE,2025-09-11,Online,UPI,Cancelled
O000418,C01736,ST001,2025-04-14,Physical Store,Net Banking,Completed
O000419,C01676,ONLINE,2025-12-15,Online,Credit Card,Completed
O000420,C03119,ONLINE,2024-10-22,Online,UPI,Completed
O000421,C04201,ST004,2026-05-09,Physical Store,Debit Card,Completed
O000422,C02624,ST003,2025-10-01,Physical Store,UPI,Completed
O000423,C01813,ST001,2025-11-23,Physical Store,Credit Card,Completed
O000424,C03421,ONLINE,2026-01-29,Online,UPI,Completed
O000425,C02014,ONLINE,2024-10-16,Online,Net Banking,Completed
O000426,C04003,ST004,2025-05-03,Physical Store,UPI,Completed
O000427,C01387,ONLINE,2025-02-04,Online,Credit Card,Cancelled
O000428,C04442,ST001,2025-02-27,Physical Store,UPI,Completed
O000429,C00398,ST004,2026-03-30,Physical Store,Debit Card,Completed
O000430,C01238,ONLINE,2025-03-18,Online,Credit Card,Completed
O000431,C03959,ST001,2026-08-11,Physical Store,Credit Card,Completed
O000432,C00138,ONLINE,2025-11-09,Online,Credit Card,Completed
O000433,C04115,ST004,2026-02-15,Physical Store,UPI,Completed
O000434,C01220,ONLINE,2024-11-21,Online,Credit Card,Completed
O000435,C02190,ST001,2025-07-31,Physical Store,Wallet,Completed
O000436,C01993,ST002,2025-10-14,Physical Store,Credit Card,Completed
O000437,C00260,ONLINE,2025-07-25,Online,UPI,Completed
O000438,C00078,ST001,2025-03-24,Physical Store,Debit Card,Completed
O000439,C02714,ST001,2025-02-23,Physical Store,Net Banking,Completed
O000440,C04644,ONLINE,2026-07-01,Online,Net Banking,Completed
O000441,C02297,ST005,2024-10-13,Physical Store,UPI,Cancelled
O000442,C02577,ONLINE,2026-01-17,Online,Credit Card,Completed
O000443,C03263,ST003,2026-03-04,Physical Store,Credit Card,Completed
O000444,C03188,ST005,2025-09-12,Physical Store,UPI,Completed
O000445,C00643,ONLINE,2025-08-28,Online,UPI,Completed
O000446,C00623,ONLINE,2024-11-27,Online,Wallet,Completed
O000447,C02674,ONLINE,2025-11-11,Online,Debit Card,Completed
O000448,C01869,ONLINE,2025-07-29,Online,UPI,Completed
O000449,C03114,ONLINE,2024-11-22,Online,UPI,Completed
O000450,C00603,ONLINE,2026-03-13,Online,UPI,Completed
O000451,C01264,ST003,2025-08-13,Physical Store,UPI,Completed
O000452,C02526,ONLINE,2025-11-14,Online,UPI,Completed
O000453,C03531,ONLINE,2025-01-26,Online,Credit Card,Completed
O000454,C00735,ONLINE,2026-05-14,Online,Credit Card,Completed
O000455,C03156,ONLINE,2025-06-20,Online,UPI,Completed
O000456,C04584,ST002,2025-01-09,Physical Store,Credit Card,Completed
O000457,C01389,ONLINE,2025-10-13,Online,UPI,Completed
O000458,C01370,ONLINE,2025-06-12,Online,UPI,Completed
O000459,C02959,ONLINE,2025-12-08,Online,Debit Card,Completed
O000460,C01602,ONLINE,2026-04-01,Online,UPI,Cancelled
O000461,C02722,ST004,2025-09-14,Physical Store,UPI,Completed
O000462,C04870,ONLINE,2025-09-23,Online,Credit Card,Completed
O000463,C03925,ONLINE,2025-07-06,Online,Wallet,Completed
O000464,C04023,ST002,2025-09-18,Physical Store,UPI,Completed
O000465,C03219,ONLINE,2025-01-17,Online,UPI,Returned
O000466,C01474,ST005,2026-07-21,Physical Store,Wallet,Completed
O000467,C01718,ONLINE,2025-10-23,Online,Debit Card,Completed
O000468,C03352,ST002,2024-11-07,Physical Store,UPI,Completed
O000469,C01263,ST004,2026-06-03,Physical Store,UPI,Completed
O000470,C04770,ONLINE,2025-03-17,Online,Net Banking,Completed
O000471,C03427,ONLINE,2025-08-14,Online,Debit Card,Completed
O000472,C04865,ST001,2026-04-28,Physical Store,Debit Card,Completed
O000473,C02909,ONLINE,2024-11-28,Online,UPI,Returned
O000474,C03274,ST003,2025-06-03,Physical Store,UPI,Completed
O000475,C01819,ONLINE,2025-03-04,Online,Credit Card,Completed
O000476,C01811,ONLINE,2025-07-13,Online,Credit Card,Completed
O000477,C04100,ONLINE,2026-07-23,Online,Credit Card,Completed
O000478,C00704,ONLINE,2026-03-25,Online,UPI,Completed
O000479,C01695,ONLINE,2025-08-26,Online,Credit Card,Completed
O000480,C03707,ONLINE,2025-10-14,Online,UPI,Completed
O000481,C00186,ST001,2024-09-23,Physical Store,Debit Card,Cancelled
O000482,C01999,ONLINE,2025-01-29,Online,UPI,Completed
O000483,C03786,ONLINE,2025-06-29,Online,Credit Card,Completed
O000484,C03541,ONLINE,2024-11-27,Online,Net Banking,Completed
O000485,C03519,ONLINE,2024-08-26,Online,UPI,Completed
O000486,C00513,ST005,2026-02-07,Physical Store,UPI,Completed
O000487,C00934,ONLINE,2025-04-03,Online,Credit Card,Completed
O000488,C04891,ONLINE,2025-07-12,Online,Credit Card,Completed
O000489,C03751,ST003,2024-11-26,Physical Store,Credit Card,Completed
O000490,C02566,ONLINE,2025-10-09,Online,UPI,Completed
O000491,C01159,ONLINE,2025-06-15,Online,Credit Card,Completed
O000492,C03466,ONLINE,2024-11-05,Online,Credit Card,Cancelled
O000493,C01420,ST004,2025-10-26,Physical Store,UPI,Completed
O000494,C03695,ST003,2026-08-08,Physical Store,Credit Card,Completed
O000495,C03146,ST005,2024-10-18,Physical Store,Credit Card,Completed
O000496,C03405,ST004,2025-04-04,Physical Store,UPI,Completed
O000497,C01807,ONLINE,2025-11-09,Online,UPI,Completed
O000498,C03747,ST004,2025-02-01,Physical Store,Credit Card,Completed
O000499,C02195,ST003,2025-02-08,Physical Store,Debit Card,Completed
O000500,C03616,ONLINE,2025-06-08,Online,UPI,Completed
O000501,C02028,ONLINE,2026-07-15,Online,UPI,Completed
O000502,C00713,ONLINE,2026-04-19,Online,Debit Card,Completed
O000503,C04817,ST005,2024-11-08,Physical Store,UPI,Completed
O000504,C01693,ST001,2025-01-11,Physical Store,UPI,Completed
O000505,C04414,ONLINE,2024-08-27,Online,UPI,Completed
O000506,C04215,ST001,2026-04-01,Physical Store,Wallet,Completed
O000507,C00486,ST002,2024-08-29,Physical Store,Net Banking,Completed
O000508,C02639,ST004,2025-04-03,Physical Store,UPI,Completed
O000509,C03394,ONLINE,2026-06-01,Online,Credit Card,Completed
O000510,C00763,ONLINE,2025-11-06,Online,Credit Card,Completed
O000511,C03725,ST003,2024-12-30,Physical Store,UPI,Completed
O000512,C00764,ST004,2024-11-05,Physical Store,Credit Card,Completed
O000513,C00519,ST004,2026-01-06,Physical Store,Wallet,Completed
O000514,C04053,ONLINE,2025-10-31,Online,UPI,Completed
O000515,C04638,ST003,2024-09-18,Physical Store,Debit Card,Completed
O000516,C03765,ONLINE,2026-03-09,Online,UPI,Completed
O000517,C03505,ONLINE,2024-09-11,Online,Net Banking,Completed
O000518,C02473,ONLINE,2025-11-10,Online,UPI,Completed
O000519,C00676,ONLINE,2024-10-22,Online,UPI,Completed
O000520,C02503,ST002,2025-06-04,Physical Store,Credit Card,Completed
O000521,C00009,ONLINE,2026-05-30,Online,UPI,Completed
O000522,C03646,ONLINE,2024-09-04,Online,UPI,Completed
O000523,C03460,ST004,2026-06-06,Physical Store,UPI,Completed
O000524,C00840,ONLINE,2025-08-06,Online,Net Banking,Completed
O000525,C01091,ST002,2026-06-08,Physical Store,Credit Card,Completed
O000526,C01345,ONLINE,2026-01-11,Online,Credit Card,Completed
O000527,C03373,ST004,2026-01-07,Physical Store,UPI,Completed
O000528,C01009,ST004,2025-08-23,Physical Store,Wallet,Completed
O000529,C01146,ONLINE,2024-10-26,Online,UPI,Completed
O000530,C04916,ST003,2024-09-09,Physical Store,UPI,Completed
O000531,C02472,ONLINE,2024-12-04,Online,Credit Card,Completed
O000532,C02422,ST002,2025-03-29,Physical Store,UPI,Completed
O000533,C04866,ONLINE,2026-08-05,Online,Wallet,Cancelled
O000534,C01082,ONLINE,2025-01-12,Online,UPI,Completed
O000535,C01416,ST001,2026-07-31,Physical Store,Credit Card,Completed
O000536,C01768,ONLINE,2026-06-17,Online,Net Banking,Completed
O000537,C02347,ST005,2025-06-18,Physical Store,UPI,Completed
O000538,C04396,ONLINE,2026-03-14,Online,UPI,Completed
O000539,C04189,ST002,2025-02-14,Physical Store,UPI,Completed
O000540,C00542,ONLINE,2025-05-27,Online,Debit Card,Completed
O000541,C00475,ONLINE,2025-05-30,Online,UPI,Completed
O000542,C00451,ONLINE,2024-10-13,Online,Debit Card,Completed
O000543,C01125,ST002,2025-03-27,Physical Store,Wallet,Completed
O000544,C02124,ONLINE,2026-04-10,Online,Debit Card,Completed
O000545,C00968,ST001,2025-09-08,Physical Store,Debit Card,Completed
O000546,C00524,ONLINE,2025-01-04,Online,Credit Card,Completed
O000547,C04185,ONLINE,2025-03-24,Online,Net Banking,Completed
O000548,C01289,ONLINE,2026-05-04,Online,Net Banking,Completed
O000549,C00945,ONLINE,2025-03-14,Online,UPI,Completed
O000550,C00101,ONLINE,2025-04-21,Online,UPI,Cancelled
O000551,C01467,ST001,2025-01-28,Physical Store,Debit Card,Completed
O000552,C03436,ONLINE,2025-12-06,Online,UPI,Completed
O000553,C02223,ST005,2025-08-01,Physical Store,UPI,Completed
O000554,C00432,ONLINE,2025-03-07,Online,Wallet,Cancelled
O000555,C00565,ST003,2025-10-03,Physical Store,UPI,Completed
O000556,C00066,ONLINE,2025-10-23,Online,Credit Card,Completed
O000557,C01988,ONLINE,2024-12-20,Online,Wallet,Returned
O000558,C01601,ST005,2025-12-09,Physical Store,UPI,Cancelled
O000559,C00196,ONLINE,2025-08-28,Online,Credit Card,Completed
O000560,C00079,ST001,2024-10-13,Physical Store,UPI,Completed
O000561,C02520,ONLINE,2025-02-21,Online,Wallet,Completed
O000562,C00491,ST002,2024-08-19,Physical Store,UPI,Completed
O000563,C01897,ST005,2025-06-21,Physical Store,Debit Card,Completed
O000564,C00696,ST005,2026-04-03,Physical Store,Credit Card,Completed
O000565,C04849,ST004,2024-10-08,Physical Store,Wallet,Completed
O000566,C02139,ST004,2024-08-30,Physical Store,Debit Card,Completed
O000567,C03709,ONLINE,2026-06-02,Online,Net Banking,Completed
O000568,C04790,ONLINE,2026-05-01,Online,UPI,Completed
O000569,C03331,ONLINE,2025-08-16,Online,Wallet,Completed
O000570,C02526,ONLINE,2026-04-17,Online,UPI,Completed
O000571,C02493,ST005,2026-07-07,Physical Store,UPI,Completed
O000572,C01216,ONLINE,2025-12-06,Online,Wallet,Completed
O000573,C00402,ST003,2026-02-20,Physical Store,UPI,Completed
O000574,C03705,ST005,2025-12-05,Physical Store,UPI,Completed
O000575,C01146,ONLINE,2026-06-15,Online,Debit Card,Returned
O000576,C01071,ONLINE,2025-07-03,Online,UPI,Completed
O000577,C00689,ST003,2026-06-02,Physical Store,UPI,Completed
O000578,C03633,ST001,2025-09-12,Physical Store,UPI,Cancelled
O000579,C00415,ONLINE,2025-01-07,Online,UPI,Completed
O000580,C04065,ONLINE,2024-09-17,Online,UPI,Completed
O000581,C01534,ONLINE,2025-05-18,Online,Net Banking,Completed
O000582,C02014,ST004,2025-06-22,Physical Store,Net Banking,Completed
O000583,C00719,ONLINE,2026-03-30,Online,UPI,Completed
O000584,C04308,ONLINE,2025-02-07,Online,Debit Card,Returned
O000585,C02942,ONLINE,2025-04-08,Online,UPI,Completed
O000586,C02635,ONLINE,2026-02-14,Online,UPI,Completed
O000587,C00241,ST003,2026-06-19,Physical Store,Debit Card,Completed
O000588,C02929,ST002,2026-03-07,Physical Store,UPI,Completed
O000589,C02184,ONLINE,2026-06-21,Online,Debit Card,Cancelled
O000590,C04717,ST004,2025-08-19,Physical Store,Net Banking,Returned
O000591,C01424,ONLINE,2024-12-19,Online,UPI,Completed
O000592,C02940,ST001,2024-08-27,Physical Store,Debit Card,Cancelled
O000593,C04618,ONLINE,2026-02-06,Online,Debit Card,Completed
O000594,C04033,ONLINE,2026-02-19,Online,Credit Card,Completed
O000595,C01906,ST001,2025-02-24,Physical Store,Credit Card,Completed
O000596,C01651,ST003,2026-02-17,Physical Store,Net Banking,Completed
O000597,C02651,ONLINE,2026-03-19,Online,Credit Card,Cancelled
O000598,C00909,ST003,2026-06-04,Physical Store,UPI,Cancelled
O000599,C03241,ST003,2025-10-12,Physical Store,UPI,Returned
O000600,C03579,ST004,2024-10-22,Physical Store,UPI,Completed
O000601,C04604,ST005,2025-08-17,Physical Store,UPI,Completed
O000602,C01437,ONLINE,2024-09-11,Online,UPI,Completed
O000603,C00015,ST005,2025-07-13,Physical Store,Net Banking,Completed
O000604,C04649,ONLINE,2024-12-09,Online,UPI,Completed
O000605,C01810,ST001,2025-03-27,Physical Store,UPI,Completed
O000606,C01950,ONLINE,2025-09-24,Online,UPI,Completed
O000607,C00727,ST003,2025-05-17,Physical Store,UPI,Completed
O000608,C00556,ONLINE,2026-04-29,Online,Debit Card,Completed
O000609,C03590,ST002,2025-06-20,Physical Store,Credit Card,Completed
O000610,C04474,ONLINE,2025-04-14,Online,Debit Card,Completed
O000611,C01848,ONLINE,2026-06-03,Online,Debit Card,Completed
O000612,C00165,ONLINE,2026-05-02,Online,UPI,Completed
O000613,C03076,ONLINE,2026-06-02,Online,Credit Card,Completed
O000614,C00763,ONLINE,2024-11-27,Online,Net Banking,Completed
O000615,C03534,ST002,2024-12-04,Physical Store,Net Banking,Completed
O000616,C00830,ONLINE,2026-02-04,Online,UPI,Completed
O000617,C04425,ONLINE,2025-11-02,Online,UPI,Completed
O000618,C03219,ST004,2026-03-13,Physical Store,UPI,Completed
O000619,C00718,ONLINE,2024-10-09,Online,Credit Card,Completed
O000620,C00795,ONLINE,2026-02-24,Online,Credit Card,Returned
O000621,C03880,ST003,2025-07-06,Physical Store,Credit Card,Completed
O000622,C02171,ONLINE,2025-02-06,Online,UPI,Completed
O000623,C03125,ONLINE,2025-05-18,Online,UPI,Completed
O000624,C02158,ONLINE,2025-11-15,Online,Credit Card,Completed
O000625,C00793,ONLINE,2025-08-30,Online,Debit Card,Completed
O000626,C04832,ONLINE,2026-06-16,Online,Debit Card,Completed
O000627,C03430,ST004,2025-01-08,Physical Store,Net Banking,Completed
O000628,C00647,ONLINE,2026-07-13,Online,Credit Card,Cancelled
O000629,C04682,ST005,2026-03-20,Physical Store,UPI,Completed
O000630,C01417,ST002,2026-01-13,Physical Store,Debit Card,Completed
O000631,C03469,ONLINE,2024-09-17,Online,UPI,Returned
O000632,C01212,ST003,2025-09-24,Physical Store,Net Banking,Cancelled
O000633,C00549,ONLINE,2025-01-25,Online,UPI,Completed
O000634,C02263,ONLINE,2026-08-05,Online,Debit Card,Completed
O000635,C04281,ST001,2025-06-19,Physical Store,UPI,Completed
O000636,C04774,ST001,2026-05-01,Physical Store,Credit Card,Completed
O000637,C02344,ST003,2025-06-23,Physical Store,UPI,Completed
O000638,C04687,ST001,2026-02-22,Physical Store,UPI,Completed
O000639,C04987,ST004,2026-07-09,Physical Store,UPI,Completed
O000640,C01947,ONLINE,2025-04-18,Online,Net Banking,Completed
O000641,C00166,ONLINE,2025-10-11,Online,UPI,Completed
O000642,C00805,ST002,2026-04-02,Physical Store,UPI,Completed
O000643,C02629,ONLINE,2025-06-17,Online,Credit Card,Completed
O000644,C03619,ONLINE,2025-06-27,Online,Debit Card,Completed
O000645,C03064,ST005,2026-03-08,Physical Store,UPI,Completed
O000646,C03305,ONLINE,2025-02-27,Online,Net Banking,Completed
O000647,C01580,ST002,2026-06-19,Physical Store,UPI,Completed
O000648,C02953,ST003,2025-08-05,Physical Store,Debit Card,Completed
O000649,C01015,ST002,2025-08-01,Physical Store,Credit Card,Completed
O000650,C03888,ST003,2025-08-30,Physical Store,UPI,Completed
O000651,C00741,ONLINE,2025-07-18,Online,UPI,Completed
O000652,C01756,ST002,2024-09-23,Physical Store,UPI,Completed
O000653,C04205,ONLINE,2024-09-18,Online,UPI,Cancelled
O000654,C01419,ST001,2025-12-31,Physical Store,UPI,Completed
O000655,C02503,ST003,2025-06-10,Physical Store,Net Banking,Completed
O000656,C03761,ONLINE,2025-04-27,Online,UPI,Completed
O000657,C03254,ST001,2025-03-12,Physical Store,Wallet,Returned
O000658,C03066,ST005,2024-12-02,Physical Store,UPI,Completed
O000659,C03947,ONLINE,2025-11-07,Online,Credit Card,Completed
O000660,C02140,ST003,2026-02-06,Physical Store,UPI,Completed
O000661,C00466,ST005,2025-06-30,Physical Store,Credit Card,Completed
O000662,C00209,ST003,2025-11-25,Physical Store,Net Banking,Completed
O000663,C00290,ST005,2026-02-04,Physical Store,UPI,Completed
O000664,C04380,ST004,2024-09-29,Physical Store,UPI,Completed
O000665,C01393,ST005,2026-02-13,Physical Store,UPI,Completed
O000666,C02119,ST005,2026-02-11,Physical Store,Net Banking,Completed
O000667,C00732,ONLINE,2026-01-01,Online,Debit Card,Completed
O000668,C02715,ONLINE,2024-12-26,Online,UPI,Completed
O000669,C03855,ONLINE,2024-11-06,Online,Credit Card,Cancelled
O000670,C00584,ONLINE,2026-01-30,Online,Credit Card,Completed
O000671,C03127,ONLINE,2025-06-20,Online,UPI,Completed
O000672,C01126,ST003,2025-06-24,Physical Store,Wallet,Completed
O000673,C03749,ONLINE,2026-02-14,Online,Debit Card,Completed
O000674,C01449,ONLINE,2026-06-19,Online,UPI,Completed
O000675,C01382,ST002,2025-04-03,Physical Store,Debit Card,Completed
O000676,C01061,ST004,2025-06-30,Physical Store,UPI,Completed
O000677,C00039,ONLINE,2026-01-25,Online,Debit Card,Cancelled
O000678,C02640,ST005,2026-02-03,Physical Store,UPI,Completed
O000679,C02039,ONLINE,2025-08-30,Online,UPI,Completed
O000680,C04124,ST002,2026-06-12,Physical Store,Debit Card,Completed
O000681,C02383,ONLINE,2025-03-03,Online,Credit Card,Completed
O000682,C01097,ONLINE,2025-04-03,Online,UPI,Completed
O000683,C03305,ONLINE,2025-12-31,Online,Debit Card,Completed
O000684,C00180,ST002,2026-04-13,Physical Store,UPI,Completed
O000685,C00307,ONLINE,2024-10-31,Online,UPI,Completed
O000686,C00399,ST001,2024-10-09,Physical Store,UPI,Completed
O000687,C00396,ST004,2025-05-20,Physical Store,UPI,Completed
O000688,C03887,ST002,2024-09-05,Physical Store,Credit Card,Completed
O000689,C03448,ST005,2025-11-14,Physical Store,Credit Card,Completed
O000690,C03432,ST001,2025-03-12,Physical Store,Debit Card,Completed
O000691,C00934,ST004,2026-01-26,Physical Store,Credit Card,Completed
O000692,C04286,ST003,2024-08-27,Physical Store,UPI,Completed
O000693,C04491,ONLINE,2026-01-17,Online,Credit Card,Completed
O000694,C01922,ONLINE,2024-09-29,Online,UPI,Completed
O000695,C04704,ST002,2026-05-17,Physical Store,Debit Card,Completed
O000696,C00830,ST002,2025-05-07,Physical Store,Wallet,Completed
O000697,C03804,ONLINE,2026-02-20,Online,Net Banking,Completed
O000698,C02951,ST003,2025-06-07,Physical Store,Debit Card,Completed
O000699,C00376,ONLINE,2026-03-29,Online,Credit Card,Completed
O000700,C02929,ST005,2025-11-16,Physical Store,Net Banking,Completed
O000701,C02808,ONLINE,2025-07-03,Online,UPI,Completed
O000702,C03160,ST004,2025-06-12,Physical Store,Credit Card,Completed
O000703,C00927,ONLINE,2026-06-18,Online,Wallet,Completed
O000704,C00850,ONLINE,2024-12-21,Online,Credit Card,Completed
O000705,C03590,ONLINE,2025-07-25,Online,Debit Card,Completed
O000706,C01071,ONLINE,2025-04-05,Online,UPI,Completed
O000707,C00377,ONLINE,2024-10-16,Online,UPI,Completed
O000708,C04300,ST005,2025-01-16,Physical Store,UPI,Cancelled
O000709,C02772,ONLINE,2024-09-12,Online,Debit Card,Completed
O000710,C02037,ONLINE,2024-10-07,Online,Credit Card,Completed
O000711,C04574,ST005,2026-06-23,Physical Store,UPI,Cancelled
O000712,C04142,ST004,2026-03-01,Physical Store,UPI,Completed
O000713,C01974,ONLINE,2025-11-06,Online,UPI,Completed
O000714,C03102,ONLINE,2025-12-20,Online,UPI,Completed
O000715,C04695,ONLINE,2025-03-25,Online,UPI,Completed
O000716,C04075,ST001,2026-05-04,Physical Store,UPI,Completed
O000717,C04499,ONLINE,2026-05-16,Online,Debit Card,Returned
O000718,C02496,ST005,2026-01-18,Physical Store,Credit Card,Completed
O000719,C02793,ONLINE,2026-06-23,Online,Debit Card,Completed
O000720,C02720,ST005,2024-12-11,Physical Store,Credit Card,Completed
O000721,C03708,ONLINE,2024-10-12,Online,UPI,Completed
O000722,C02392,ONLINE,2025-07-31,Online,Debit Card,Completed
O000723,C01345,ONLINE,2025-06-24,Online,UPI,Completed
